Codul SIRUTA;Denumire UAT;Populatia UAT;Nr. max. posturi cf. pct. 1 din anexa la O.U.G nr. 63/2010;Reducere cu 40% nr. max posturi;Reducere cu 45% nr. max posturi;Posturi pt. evidența populației;Posturi pt. poliţia locală;1 post poliție la 1200 locuitori;Posturi pt. implementare proiecte europene;Posturi pt. șoferi microbuze şcolare;Posturi pt. postimplementare proiecte europene;TOTAL ACTUAL;TOTAL CU REDUCERE 40%;TOTAL CU REDUCERE 45%;POSTURI OCUPATE;Diferență reducere 40% vs. posturi ocupate;Diferență reducere 45% vs. posturi ocupate
93209;Cocora;1916;16;10;9;0;0;0;3;0;0;19;13;12;14;-1;-2
93236;Cosâmbeşti;1819;15;9;8;0;0;0;5;1;0;21;15;14;10;5;4
93575;Făcăeni;5068;29;17;16;0;0;0;8;0;0;37;25;24;26;-1;-2
93600;Gheorghe Doja;2434;20;12;11;0;0;0;5;0;0;25;17;16;18;-1;-2
93628;Gheorghe Lazăr;2103;18;11;10;0;3;2;5;0;0;26;18;17;19;-1;-2
93646;Giurgeni;1277;15;9;8;0;0;0;3;0;0;18;12;11;12;0;-1
93717;Grindu;1784;16;10;9;0;0;0;5;0;0;21;15;14;15;0;-1
93735;Griviţa;2989;20;12;11;0;3;2;0;0;0;23;14;13;21;-7;-8
93995;Mihail Kogălniceanu;3097;20;12;11;0;3;3;5;0;0;28;20;19;18;2;1
94045;Miloşeşti;2309;20;12;11;0;0;0;5;1;0;26;18;17;17;1;0
94081;Movila;1823;15;9;8;0;0;0;5;1;0;21;15;14;14;1;0
94107;Munteni-Buzău;3198;21;13;12;0;0;0;5;1;0;27;19;18;24;-5;-6
94161;Perieţi;3557;22;13;12;0;0;0;5;0;0;27;18;17;16;2;1
94269;Reviga;2474;20;12;11;0;0;0;3;0;0;23;15;14;19;-4;-5
94330;Sălcioara;2013;17;10;9;0;0;0;5;0;0;22;15;14;15;0;-1
94376;Săveni;3332;21;13;12;0;4;3;5;0;3;33;23;22;19;4;3
94429;Scânteia;3514;24;14;13;0;4;3;0;1;0;29;18;17;18;0;-1
94456;Sfântu Gheorghe;1765;15;9;8;0;3;1;5;0;0;23;15;15;15;0;0
94492;Stelnica;1773;15;9;8;0;3;1;3;0;0;21;13;13;15;-2;-2
94535;Sudiţi;1908;16;10;9;0;3;2;3;1;0;23;15;14;20;-5;-6
94688;Valea Ciorii;1749;15;9;8;0;0;0;0;1;0;16;10;9;12;-2;-3
94795;Vlădeni;1958;16;10;9;0;0;0;0;1;0;17;11;10;13;-2;-3
100683;Urziceni;15817;133;80;73;14;18;13;8;0;0;173;115;108;116;-1;-8
100709;Ciocârlia;726;9;5;5;0;1;1;3;0;0;13;9;9;10;-1;-1
100736;Manasia;4388;27;16;15;0;5;4;5;0;0;37;25;24;24;1;0
100754;Adâncata;2187;20;12;11;0;3;2;0;1;0;24;15;14;13;2;1
100852;Alexeni;2297;18;11;10;0;0;0;0;1;0;19;12;11;14;-2;-3
100870;Armăşeşti;1991;18;11;10;0;0;0;0;0;0;18;11;10;13;-2;-3
100923;Axintele;2167;18;11;10;0;0;0;3;1;0;22;15;14;11;4;3
101056;Bărcăneşti;3469;22;13;12;0;0;0;3;1;0;26;17;16;22;-5;-6
101243;Răduleşti;1054;13;8;7;0;0;0;3;0;0;16;11;10;11;0;-1
102240;Coşereni;4131;27;16;15;0;0;0;0;0;0;27;16;15;20;-4;-5
102641;Drăgoeşti;903;10;6;6;0;0;0;3;1;0;14;10;10;8;2;2
102703;Dridu;2923;20;12;11;0;3;2;5;1;0;29;20;19;20;0;-1
102749;Fierbinţi-Târg;4297;45;27;25;3;5;4;5;1;0;59;40;37;26;14;11
103283;Gârbovi;3378;23;14;13;0;0;0;5;0;0;28;19;18;22;-3;-4
103862;Ion Roată;3503;22;13;12;0;4;3;5;1;0;32;22;21;20;2;1
103960;Jilavele;3101;22;13;12;0;0;0;3;1;0;26;17;16;22;-5;-6
104270;Moviliţa;2407;19;11;10;0;0;0;5;0;0;24;16;15;19;-3;-4
105026;Sineşti;2858;21;13;12;0;0;0;0;1;0;22;14;13;19;-5;-6
105794;Valea Măcrişului;1509;15;9;8;0;0;0;3;1;0;19;13;12;13;0;-1
179702;Traian;3159;22;13;12;0;0;0;0;0;0;22;13;12;13;0;-1
179784;Borăneşti;2523;20;12;11;0;3;2;3;1;0;27;18;17;19;-1;-2
179793;Bueşti;927;13;8;7;0;0;0;0;0;0;13;8;7;10;-2;-3
179800;Maia;1509;15;9;8;0;3;1;5;1;0;24;16;16;17;-1;-1
179819;Ograda;2864;20;12;11;0;0;0;0;0;0;20;12;11;13;-1;-2
179828;Roşiori;1887;16;10;9;0;0;0;3;0;0;19;13;12;16;-3;-4
179971;Colelia;1016;14;8;8;0;0;0;3;0;0;17;11;11;13;-2;-2
179980;Mărculeşti;1527;15;9;8;0;0;0;3;1;0;19;13;12;15;-2;-3
179999;Moldoveni;1054;14;8;8;0;0;0;0;1;0;15;9;9;12;-3;-3
180000;Platoneşti;1753;16;10;9;0;3;1;5;0;0;24;16;15;15;1;0
180019;Sărăţeni;1114;14;8;8;0;3;1;3;0;0;20;12;12;12;0;0
180046;Gura Ialomiţei;2439;20;12;11;0;3;2;0;1;0;24;15;14;21;-6;-7
180064;Bărbuleşti;8926;38;23;21;0;0;0;0;0;0;38;23;21;20;3;1
225;CJ Iaşi;993235;628;377;345;63;188;150;10;0;27;916;627;596;189;438;407
95060;Iaşi;389895;720;432;396;84;362;325;10;2;121;1299;974;938;999;-25;-61
95088;Bârnova;8854;39;23;21;0;7;7;0;1;0;47;32;30;39;-7;-9
95159;Holboca;15950;54;32;30;0;15;13;0;1;0;70;47;44;66;-19;-22
95239;Rediu;9205;39;23;21;0;0;0;0;1;0;40;24;22;35;-11;-13
95293;Tomeşti;14620;54;32;30;0;14;12;0;1;11;80;57;54;51;6;3
95355;Hârlău;16778;115;69;63;13;13;14;0;0;0;141;96;90;83;13;7
95391;Paşcani;44701;248;149;136;19;43;37;0;2;0;312;207;195;217;-10;-22
95471;Târgu Frumos;13702;105;63;58;14;13;11;5;1;0;138;94;89;103;-9;-14
95499;Ion Neculce;5775;29;17;16;0;0;0;5;1;0;35;23;22;27;-4;-5
95612;Alexandru I. Cuza;2776;20;12;11;0;0;0;0;0;0;20;12;11;16;-4;-5
95667;Andrieşeni;3879;23;14;13;0;0;0;5;0;0;28;19;18;13;6;5
95747;Aroneanu;4753;27;16;15;0;4;4;3;2;0;36;25;24;16;9;8
95792;Bălţaţi;5543;27;16;15;0;0;0;0;1;0;28;17;16;25;-8;-9
95872;Belceşti;10588;41;25;23;0;0;0;5;1;0;47;31;29;42;-11;-13
95943;Bivolari;3948;23;14;13;0;0;0;0;0;0;23;14;13;23;-9;-10
96003;Ungheni;4204;25;15;14;0;0;0;5;0;0;30;20;19;20;0;-1
96058;Brăeşti;3112;20;12;11;0;0;0;5;1;0;26;18;17;12;6;5
96110;Butea;4108;24;14;13;3;4;3;0;0;0;31;21;20;21;0;-1
96147;Cepleniţa;4074;24;14;13;0;0;0;0;1;0;25;15;14;23;-8;-9
96192;Ciorteşti;3597;21;13;12;0;0;0;0;1;0;22;14;13;19;-5;-6
96254;Ciurea;20059;59;35;32;0;16;17;5;1;0;81;58;55;71;-13;-16
96334;Coarnele Caprei;2749;20;12;11;0;0;0;0;0;0;20;12;11;21;-9;-10
96370;Comarna;5410;27;16;15;0;0;0;0;1;0;28;17;16;29;-12;-13
96423;Costuleni;7319;36;22;20;0;0;0;0;0;0;36;22;20;28;-6;-8
96478;Cotnari;7209;36;22;20;0;0;0;5;1;0;42;28;26;32;-4;-6
96593;Cozmeşti;3468;26;16;14;0;0;0;5;0;0;31;21;19;15;6;4
96637;Cristeşti;3871;23;14;13;0;0;0;5;1;0;29;20;19;19;1;0
96664;Cucuteni;1332;14;8;8;0;0;0;3;0;0;17;11;11;14;-3;-3
96717;Dagâţa;4589;27;16;15;0;0;0;0;0;0;27;16;15;20;-4;-5
96815;Deleni;9916;39;23;21;0;10;8;5;1;3;58;41;39;35;6;4
96888;Dobrovăţ;2167;17;10;9;0;0;0;0;0;0;17;10;9;15;-5;-6
96904;Dolheşti;2620;20;12;11;0;0;0;10;0;0;30;22;21;17;5;4
96940;Dumeşti;4909;27;16;15;0;0;0;5;1;0;33;22;21;20;2;1
97009;Erbiceni;5675;28;17;15;0;0;0;0;1;0;29;18;16;33;-15;-17
97063;Focuri;3817;23;14;13;0;0;0;0;0;0;23;14;13;20;-6;-7
97090;Golăieşti;3911;23;14;13;0;0;0;0;1;0;24;15;14;18;-3;-4
97189;Gorban;2941;20;12;11;0;0;0;5;1;0;26;18;17;17;1;0
97241;Grajduri;6862;33;20;18;0;0;0;0;1;0;34;21;19;27;-6;-8
97321;Gropniţa;3221;20;12;11;0;0;0;0;1;0;21;13;12;24;-11;-12
97394;Grozeşti;1580;15;9;8;0;0;0;5;0;0;20;14;13;10;4;3
97438;Hălăuceşti;5587;27;16;15;0;0;0;5;1;0;33;22;21;20;2;1
97465;Heleşteni;2433;19;11;10;0;0;0;5;0;0;24;16;15;16;0;-1
97517;Horleşti;3031;20;12;11;0;0;0;0;1;0;21;13;12;13;0;-1
97553;Ipatele;1601;15;9;8;0;0;0;5;1;2;23;17;16;15;2;1
97606;Lespezi;5649;28;17;15;0;0;0;0;0;0;28;17;15;28;-11;-13
97679;Leţcani;8006;39;23;21;0;0;0;5;1;0;45;29;27;28;1;-1
97722;Lungani;6714;33;20;18;0;0;0;0;1;0;34;21;19;27;-6;-8
97777;Mădârjac;1621;15;9;8;1;0;0;0;0;0;16;10;9;14;-4;-5
97811;Mirceşti;3759;22;13;12;0;2;3;5;1;0;30;22;21;22;0;-1
97875;Mironeasa;5244;27;16;15;0;0;0;5;1;3;36;25;24;22;3;2
97919;Miroslava;30813;59;35;32;5;18;26;10;2;0;94;78;75;80;-2;-5
98051;Mirosloveşti;4046;24;14;13;0;0;0;5;0;0;29;19;18;17;2;1
98113;Mogoşeşti;5123;27;16;15;0;5;4;0;1;0;33;21;20;34;-13;-14
98168;Mogoşeşti-Siret;3574;21;13;12;0;0;0;0;1;0;22;14;13;23;-9;-10
98202;Moşna;5026;27;16;15;0;0;0;3;1;0;31;20;19;20;0;-1
98220;Moţca;5351;27;16;15;0;0;0;5;1;0;33;22;21;26;-4;-5
98257;Movileni;3049;20;12;11;0;0;0;0;0;0;20;12;11;20;-8;-9
98300;Oţeleni;3509;21;13;12;0;0;0;5;1;0;27;19;18;21;-2;-3
98337;Plugari;3322;20;12;11;0;0;0;5;1;3;29;21;20;16;5;4
98373;Podu Iloaiei;12017;84;50;46;2;11;10;0;1;0;98;63;59;68;-5;-9
98435;Popeşti;7745;37;22;20;0;0;0;5;1;1;44;29;27;28;1;-1
98505;Popricani;8566;39;23;21;0;0;0;0;1;0;40;24;22;34;-10;-12
98603;Prisăcani;8868;39;23;21;0;0;0;0;1;0;40;24;22;27;-3;-5
98649;Probota;3521;21;13;12;0;0;0;0;0;0;21;13;12;19;-6;-7
98685;Răducăneni;8807;39;23;21;7;9;7;0;1;0;56;39;37;40;-1;-3
98738;Româneşti;1667;15;9;8;0;0;0;0;0;0;15;9;8;19;-10;-11
98774;Ruginoasa;6140;30;18;17;0;0;0;1;1;1;33;21;20;31;-10;-12
98827;Schitu Duca;3848;23;14;13;0;0;0;0;1;0;24;15;14;19;-4;-5
98916;Scânteia;14813;54;32;30;4;7;12;3;1;0;69;53;50;29;24;21
98998;Scobinţi;7544;38;23;21;0;0;0;5;0;0;43;28;26;30;-2;-4
99058;Sineşti;4279;25;15;14;0;0;0;0;1;0;26;16;15;25;-9;-10
99101;Sireţel;4409;27;16;15;0;0;0;0;0;0;27;16;15;20;-4;-5
99165;Stolniceni-Prăjescu;5178;27;16;15;0;0;0;5;1;0;33;22;21;26;-4;-5
99209;Strunga;3996;24;14;13;0;0;0;5;1;0;30;20;19;24;-4;-5
99290;Şcheia;3127;20;12;11;0;0;0;0;0;0;20;12;11;16;-4;-5
99370;Şipote;4733;27;16;15;0;0;0;0;0;0;27;16;15;25;-9;-10
99441;Tansa;3152;20;12;11;0;0;0;0;1;0;21;13;12;17;-4;-5
99478;Tătăruşi;5206;27;16;15;0;0;0;9;2;1;39;28;27;26;2;1
99539;Todireşti;5086;27;16;15;0;0;0;0;2;0;29;18;17;18;0;-1
99600;Trifeşti;3886;23;14;13;0;0;0;3;1;0;27;18;17;19;-1;-2
99673;Ţibana;8241;39;23;21;0;0;0;5;1;0;45;29;27;23;6;4
99780;Ţibăneşti;8104;39;23;21;4;8;7;0;1;0;52;35;33;38;-3;-5
99879;Ţigănaşi;4891;27;16;15;0;5;4;5;1;0;38;26;25;34;-8;-9
99922;Ţuţora;2308;18;11;10;0;0;0;0;2;0;20;13;12;16;-3;-4
99968;Valea Seacă;6002;30;18;17;0;0;0;0;2;0;32;20;19;19;1;-1
100004;Victoria;4413;27;16;15;0;0;0;5;1;0;33;22;21;23;-1;-2
100086;Vânători;4566;27;16;15;0;0;0;0;1;0;28;17;16;28;-11;-12
100148;Vlădeni;4083;27;16;15;0;0;0;0;1;0;28;17;16;19;-2;-3
100219;Voineşti;8693;39;23;21;0;0;0;0;1;0;40;24;22;33;-9;-11
100273;Balş;3597;21;13;12;0;0;0;3;0;0;24;16;15;17;-1;-2
100282;Costeşti;1770;15;9;8;0;0;0;0;1;0;16;10;9;15;-5;-6
100308;Drăguşeni;1443;14;8;8;0;0;0;0;1;0;15;9;9;15;-6;-6
100317;Fântânele;2079;16;10;9;0;0;0;0;1;2;19;13;12;16;-3;-4
100326;Hărmăneşti;2601;20;12;11;0;0;0;5;0;0;25;17;16;13;4;3
100335;Răchiteni;3167;20;12;11;0;0;0;5;1;0;26;18;17;14;4;3
100344;Roşcani;1533;15;9;8;0;0;0;0;0;0;15;9;8;16;-7;-8
100353;Valea Lupului;16117;54;32;30;0;11;13;0;1;0;66;47;44;44;3;0
100362;Ciohorăni;1894;15;9;8;0;0;0;5;1;10;31;25;24;18;7;6
234;CJ Ilfov;513905;483;290;266;34;103;82;5;0;47;672;458;434;337;121;97
100576;Buftea;23300;125;75;69;4;23;19;0;1;0;153;99;93;105;-6;-12
100834;Afumaţi;8325;46;28;25;3;8;7;0;0;0;57;38;35;45;-7;-10
100969;Baloteşti;10089;53;32;29;3;10;8;0;2;0;68;45;43;57;-12;-14
101145;Berceni;10912;49;29;27;0;11;9;0;4;0;64;42;40;31;11;9
101298;Brăneşti;9879;54;32;30;3;10;8;0;3;0;70;47;44;53;-6;-9
101742;Cernica;11307;49;29;27;3;11;9;8;4;0;75;54;51;49;5;2
101902;Ciolpani;5206;29;17;16;3;0;0;0;2;0;34;22;21;27;-5;-6
101957;Ciorogârla;6657;37;22;20;0;0;0;0;1;0;38;23;21;22;1;-1
102035;Clinceni;8138;45;27;25;3;8;7;0;1;0;57;38;36;47;-9;-11
102160;Corbeanca;10850;49;29;27;3;11;9;3;3;0;69;47;45;47;0;-2
102213;Cornetu;6771;37;22;20;3;7;6;0;1;0;48;32;30;35;-3;-5
102473;Dascălu;3115;19;11;10;0;0;0;0;2;0;21;13;12;11;2;1
102525;Dărăşti-Ilfov;2628;23;14;13;0;0;0;0;0;0;23;14;13;19;-5;-6
102543;1 Decembrie;8682;42;25;23;3;0;0;0;1;0;46;29;27;30;-1;-3
102570;Domneşti;11434;47;28;26;6;0;0;1;2;0;56;37;35;45;-8;-10
102605;Dragomireşti-Vale;6205;34;20;19;3;0;0;0;1;0;38;24;23;36;-12;-13
103130;Găneasa;5541;30;18;17;0;5;5;0;2;0;37;25;23;32;-7;-9
103443;Grădiştea;3113;21;13;12;0;3;3;0;0;0;24;15;14;21;-6;-7
103513;Gruiu;7058;35;21;19;0;0;0;0;2;0;37;23;21;26;-3;-5
104243;Moara Vlăsiei;6604;32;19;18;3;6;6;0;1;0;42;29;27;28;1;-1
104421;Nuci;2677;23;14;13;0;0;0;0;0;0;23;14;13;16;-2;-3
104546;Periş;7245;40;24;22;3;0;0;0;2;0;45;29;27;35;-6;-8
104582;Petrăchioaia;3604;24;14;13;0;0;0;0;2;0;26;16;15;24;-8;-9
105160;Snagov;8206;45;27;25;3;8;7;0;2;0;58;39;37;34;5;3
105419;Ştefăneştii De Jos;11314;49;29;27;4;11;9;0;0;0;64;43;40;63;-20;-23
105570;Tunari;9133;50;30;28;0;9;8;0;0;0;59;38;35;40;-2;-5
105936;Vidra;8898;44;26;24;0;0;0;8;2;0;54;36;34;41;-5;-7
179221;Bragadiru;34652;186;112;102;9;35;29;0;2;0;232;151;142;158;-7;-16
179249;Chiajna;38557;90;54;50;5;39;32;0;0;0;134;91;87;114;-23;-27
179285;Chitila;16229;126;76;69;3;16;14;10;0;0;155;102;96;146;-44;-50
179310;Dobroeşti;13974;61;37;34;3;14;12;0;2;0;80;53;50;59;-6;-9
179347;Glina;8511;42;25;23;3;8;7;0;1;0;54;36;34;24;12;10
179383;Jilava;10638;46;28;25;4;11;9;0;3;0;64;43;41;55;-12;-14
179409;Măgurele;13510;105;63;58;3;14;11;0;2;0;124;79;74;106;-27;-32
179463;Mogoşoaia;9600;53;32;29;3;10;8;0;2;0;68;45;42;77;-32;-35
179481;Otopeni;21872;150;90;83;6;22;18;0;1;0;179;115;108;109;6;-1
179515;Pantelimon;32144;173;104;95;8;32;27;0;2;0;215;141;132;149;-8;-17
179533;Popeşti-Leordeni;47161;189;113;104;6;47;39;0;3;0;245;162;152;184;-22;-32
179551;Voluntari;47409;189;113;104;8;47;40;0;1;16;261;178;168;186;-8;-18
179588;Copăceni;2757;25;15;14;0;0;0;0;0;0;25;15;14;16;-1;-2
243;CJ Maramureş;509644;457;274;251;35;105;84;10;0;7;614;410;387;520;-110;-133
106318;Baia Mare;137202;611;367;336;24;147;114;10;0;40;832;555;524;706;-151;-182
106363;Groşi;3752;21;13;12;3;3;3;5;0;0;32;24;23;19;5;4
106407;Recea;7290;35;21;19;3;6;6;8;2;5;59;45;43;31;14;12
106461;Tăuţii-Măgherăuş;9732;68;41;37;3;8;8;8;6;0;93;66;63;44;22;19
106559;Sighetu Marmaţiei;41227;252;151;139;12;44;34;8;1;0;317;207;194;255;-48;-61
106620;Sarasău;2841;20;12;11;0;0;0;5;0;0;25;17;16;14;3;2
106648;Vadu Izei;2854;20;12;11;0;0;0;5;0;0;25;17;16;19;-2;-3
106684;Baia Sprie;16963;117;70;64;3;17;14;10;0;0;147;97;91;84;13;7
106746;Borşa;28897;154;92;85;5;30;24;10;2;2;203;135;128;143;-8;-15
106782;Cavnic;4853;48;29;26;3;5;4;5;1;0;62;42;39;38;4;1
106817;Târgu Lăpuş;12583;94;56;52;5;13;10;10;0;0;122;82;77;88;-6;-11
106979;Vişeu De Sus;17145;117;70;64;4;18;14;8;0;12;159;108;103;59;49;44
107001;Ardusat;2876;20;12;11;0;0;0;2;0;0;22;14;13;17;-3;-4
107047;Ariniş;1045;12;7;7;3;3;1;2;1;6;27;20;19;19;1;0
107083;Asuaju De Sus;1188;14;8;8;0;3;1;2;0;2;21;13;13;9;4;4
107118;Băiţa De Sub Codru;1887;15;9;8;0;3;2;5;0;0;23;16;15;22;-6;-7
107154;Băiuţ;2110;18;11;10;0;0;0;5;0;0;23;16;15;16;0;-1
107190;Băseşti;1292;15;9;8;0;3;1;2;1;0;21;13;12;15;-2;-3
107234;Bicaz;931;13;8;7;0;0;0;0;0;0;13;8;7;13;-5;-6
107270;Bistra;4196;26;16;14;3;0;0;5;0;0;34;24;22;18;6;4
107314;Bârsana;4588;27;16;15;0;0;0;0;0;0;27;16;15;15;1;0
107350;Bocicoiu Mare;4521;30;18;17;0;0;0;0;0;0;30;18;17;9;9;8
107403;Bogdan Vodă;2846;20;12;11;3;0;0;5;0;0;28;20;19;14;6;5
107430;Boiu Mare;1072;13;8;7;0;0;0;3;0;0;16;11;10;12;-1;-2
107485;Botiza;2442;20;12;11;0;0;0;5;0;1;26;18;17;16;2;1
107519;Budeşti;2845;20;12;11;0;0;0;5;0;0;25;17;16;19;-2;-3
107546;Călineşti;3072;20;12;11;0;0;0;5;0;0;25;17;16;16;1;0
107582;Cerneşti;3537;23;14;13;0;0;0;5;1;0;29;20;19;21;-1;-2
107662;Cicârlău;4542;27;16;15;3;4;4;5;1;0;40;29;28;22;7;6
107715;Câmpulung La Tisa;2430;19;11;10;0;0;0;0;1;0;20;12;11;16;-4;-5
107733;Copalnic-Mănăştur;5580;30;18;17;3;0;0;8;0;2;43;31;30;28;3;2
107868;Coroieni;2579;20;12;11;0;0;0;8;0;0;28;20;19;18;2;1
107920;Cupşeni;3126;21;13;12;0;0;0;5;0;0;26;18;17;16;2;1
107975;Deseşti;2216;19;11;10;0;0;0;5;0;8;32;24;23;11;13;12
108017;Dragomireşti;3060;32;19;18;3;0;0;0;2;0;37;24;23;25;-1;-2
108035;Dumbrăviţa;4335;26;16;14;0;0;0;0;0;0;26;16;14;15;1;-1
108106;Fărcaşa;4133;25;15;14;3;4;3;5;5;2;44;33;32;21;12;11
108151;Giuleşti;3146;20;12;11;3;0;0;0;0;0;23;15;14;13;2;1
108204;Ieud;4372;26;16;14;0;0;0;5;0;0;31;21;19;10;11;9
108222;Lăpuş;3493;23;14;13;3;0;0;5;0;0;31;22;21;17;5;4
108240;Leordina;2365;19;11;10;3;0;0;8;1;2;33;25;24;18;7;6
108268;Mireşu Mare;4611;27;16;15;0;5;4;3;0;0;35;23;22;19;4;3
108348;Moisei;9529;39;23;21;3;0;0;5;1;5;53;37;35;41;-4;-6
108366;Oarţa De Jos;1087;14;8;8;0;0;0;0;0;0;14;8;8;6;2;2
108400;Ocna Şugatag;4100;25;15;14;3;0;0;8;1;0;37;27;26;23;4;3
108455;Petrova;2367;19;11;10;3;0;0;5;1;0;28;20;19;18;2;1
108473;Poienile De Sub Munte;10212;43;26;24;3;0;0;0;0;0;46;29;27;30;-1;-3
108491;Remetea Chioarului;2926;20;12;11;0;0;0;8;1;6;35;27;26;15;12;11
108552;Remeţi;3200;20;12;11;0;0;0;3;1;0;24;16;15;19;-3;-4
108598;Repedea;5015;27;16;15;3;0;0;0;3;2;35;24;23;28;-4;-5
108614;Rona De Jos;1918;15;9;8;0;0;0;5;0;0;20;14;13;16;-2;-3
108632;Rona De Sus;4340;27;16;15;0;0;0;5;1;0;33;22;21;16;6;5
108669;Rozavlea;3226;21;13;12;3;0;0;0;0;0;24;16;15;16;0;-1
108696;Ruscova;5574;28;17;15;0;0;0;10;0;0;38;27;25;19;8;6
108712;Satulung;6701;32;19;18;3;0;0;8;1;0;44;31;30;32;-1;-2
108794;Săcălăşeni;2496;20;12;11;3;3;2;5;1;0;32;23;22;24;-1;-2
108874;Săcel;3177;21;13;12;0;0;0;5;0;0;26;18;17;15;3;2
108892;Săliştea De Sus;4817;48;29;26;3;0;0;8;1;2;62;43;40;27;16;13
108918;Sălsig;1704;15;9;8;0;0;0;0;0;0;15;9;8;9;0;-1
108945;Săpânţa;3164;20;12;11;3;0;0;0;0;0;23;15;14;20;-5;-6
108963;Seini;9576;76;46;42;3;10;8;8;4;0;101;69;65;69;0;-4
109005;Strâmtura;3344;23;14;13;0;0;0;0;0;0;23;14;13;14;0;-1
109041;Suciu De Sus;3791;23;14;13;3;4;3;0;1;0;31;21;20;22;-1;-2
109096;Şișeşti;5315;28;17;15;0;0;0;5;0;0;33;22;20;18;4;2
109176;Şomcuta Mare;8038;64;38;35;4;8;7;8;0;0;84;57;54;51;6;3
109265;Ulmeni;7508;59;35;32;3;0;0;8;0;0;70;46;43;45;1;-2
109354;Valea Chioarului;1929;17;10;9;3;0;0;5;1;0;26;19;18;20;-1;-2
109425;Vima Mică;1292;14;8;8;0;0;0;2;0;0;16;10;10;10;0;0
109504;Vişeu De Jos;4862;28;17;15;0;0;0;5;1;0;34;23;21;22;1;-1
179604;Poienile Izei;774;11;7;6;0;0;0;0;0;0;11;7;6;8;-1;-2
179613;Şieu;2327;20;12;11;0;0;0;0;0;0;20;12;11;15;-3;-4
179622;Groşii Ţibleşului;2073;16;10;9;0;0;0;5;0;0;21;15;14;15;0;-1
179837;Coaş;1441;14;8;8;0;0;0;5;0;3;22;16;16;13;3;3
179846;Coltău;3227;20;12;11;0;0;0;8;0;3;31;23;22;17;6;5
179855;Gârdani;1337;14;8;8;0;0;0;2;0;0;16;10;10;12;-2;-2
179864;Onceşti;1482;15;9;8;3;0;0;5;0;5;28;22;21;11;11;10
252;CJ Mehedinţi;266504;322;193;177;18;0;0;10;0;0;350;221;205;282;-61;-77
109773;Drobeta-Turnu Severin;99780;600;360;330;18;100;83;10;0;0;728;471;441;618;-147;-177
109826;Şimian;10890;60;36;33;3;0;0;10;0;0;73;49;46;55;-6;-9
109924;Baia De Aramă;5323;53;32;29;3;5;4;5;0;0;66;44;42;36;8;6
110027;Obârşia-Cloşani;923;13;8;7;0;0;0;5;0;0;18;13;12;9;4;3
110063;Orşova;11461;108;65;59;3;11;10;8;0;0;130;85;80;48;37;32
110116;Strehaia;10584;85;51;47;4;11;9;10;0;0;110;74;70;52;22;18
110232;Vânju Mare;5714;53;32;29;3;6;5;0;0;0;62;40;37;48;-8;-11
110296;Bala;3356;25;15;14;0;0;0;5;0;0;30;20;19;21;-1;-2
110456;Balta;863;12;7;7;0;0;0;0;0;0;12;7;7;7;0;0
110535;Bălăciţa;2403;22;13;12;0;0;0;5;0;0;27;18;17;19;-1;-2
110571;Bâcleş;1537;17;10;9;0;0;0;5;0;0;22;15;14;13;2;1
110688;Bâlvăneşti;819;11;7;6;0;0;0;3;0;0;14;10;9;8;2;1
110740;Brezniţa-Motru;1190;22;13;12;0;0;0;5;0;0;27;18;17;14;4;3
110820;Brezniţa-Ocol;3916;26;16;14;0;0;0;5;0;0;31;21;19;12;9;7
110875;Broşteni;2649;22;13;12;0;0;0;5;0;0;27;18;17;19;-1;-2
110946;Burila Mare;1884;20;12;11;0;0;0;5;0;0;25;17;16;14;3;2
111006;Butoieşti;3126;22;13;12;0;0;0;2;0;0;24;15;14;18;-3;-4
111097;Căzăneşti;1973;18;11;10;0;0;0;3;0;0;21;14;13;13;1;0
111220;Cireşu;447;10;6;6;0;0;0;5;0;0;15;11;11;10;1;1
111275;Corcova;5967;34;20;19;3;0;0;5;0;0;42;28;27;31;-3;-4
111417;Corlăţel;1281;15;9;8;0;0;0;0;0;0;15;9;8;13;-4;-5
111444;Cujmir;3086;22;13;12;3;0;0;3;0;0;28;19;18;23;-4;-5
111480;Devesel;2981;30;18;17;0;0;0;0;0;0;30;18;17;18;0;-2
111550;Dârvari;2373;22;13;12;0;0;0;0;0;0;22;13;12;15;-2;-3
111587;Dumbrava;1163;22;13;12;0;0;0;3;0;0;25;16;15;18;-2;-3
111685;Floreşti;2497;22;13;12;0;0;0;0;0;0;22;13;12;12;1;0
111783;Gârla Mare;3742;24;14;13;3;0;0;5;0;0;32;22;21;22;0;-1
111818;Godeanu;491;10;6;6;0;0;0;0;0;0;10;6;6;8;-2;-3
111863;Gogoşu;4293;28;17;15;3;4;4;5;0;0;40;28;27;27;1;0
111916;Greci;1062;15;9;8;0;0;0;0;0;0;15;9;8;11;-2;-3
111989;Grozeşti;1901;17;10;9;0;0;0;5;0;0;22;15;14;16;-1;-2
112030;Gruia;2959;22;13;12;0;0;0;5;0;0;27;18;17;17;1;0
112076;Hinova;2904;22;13;12;0;0;0;3;0;0;25;16;15;18;-2;-3
112129;Husnicioara;1089;15;9;8;0;0;0;0;0;0;15;9;8;9;0;-1
112245;Eşelniţa;2873;30;18;17;0;0;0;5;0;0;35;23;22;22;1;-1
112263;Ilovăţ;1078;15;9;8;0;0;0;3;0;0;18;12;11;12;0;-1
112334;Iloviţa;1236;16;10;9;0;0;0;0;0;0;16;10;9;12;-2;-3
